campaignid,opcode,family,genus,species,number,length_mm,range_mm,rms_mm,precision_mm,caab_code
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C09-083,Carcharhinidae,Negaprion,acutidens,1,NA,1722.25138,2.74956,NA,37018029
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C09-083,Carangidae,Gnathanodon,speciosus,1,NA,1199.47048,1.62111,NA,37337012
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C09-084,Pinguipedidae,Parapercis,nebulosa,1,NA,1091.01766,2.2351,NA,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C09-084,Nemipteridae,Pentapodus,porosus,1,NA,867.11686,0.39879,NA,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C09-084,Tetraodontidae,Lagocephalus,lunaris,1,NA,1297.34672,0.26554,NA,37467012
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C09-085,Scombridae,Scomberomorus,spp,1,NA,1589.04839,0.85788,NA,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C09-085,Scombridae,Scomberomorus,spp,1,NA,1685.08539,0.18195,NA,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C09-085,Monacanthidae,Monacanthus,chinensis,1,NA,748.95732,3.24501,NA,37465009
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C09-085,Pinguipedidae,Parapercis,nebulosa,1,NA,1092.56408,1.93962,NA,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C09-085,Leiognathidae,Unknown,spp,2,NA,1000.8495,0.38623,NA,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C09-085,Bothidae,Unknown,spp,1,NA,923.98067,1.35587,NA,37460922
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C11-011,Monacanthidae,Monacanthus,chinensis,1,NA,908.36992,0.28261,NA,37465009
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C11-011,Labridae,Choerodon,cephalotes,1,NA,1957.53733,0.87924,NA,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C11-093,Synodontidae,Saurida,undosquamis,1,NA,973.21793,1.53687,NA,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C11-093,Monacanthidae,Paramonacanthus,choirocephalus,1,NA,1031.94845,0.23528,NA,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C11-093,Leiognathidae,Unknown,spp,1,NA,712.15186,0.50099,NA,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C11-093,Tetraodontidae,Lagocephalus,lunaris,1,NA,1212.8758,2.21373,NA,37467012
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C11-093,Scombridae,Scomberomorus,spp,1,NA,987.46627,0.94162,NA,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C11-097,Bothidae,Unknown,spp,1,NA,987.23001,2.85458,NA,37460922
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C11-097,Tetraodontidae,Lagocephalus,lunaris,1,NA,969.31313,0.45895,NA,37467012
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C11-097,Carcharhinidae,Unknown,spp,1,NA,2251.05178,1.13194,NA,37018901
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C11-097,Carcharhinidae,Carcharhinus,coatesi,1,NA,1196.16051,0.81206,NA,37018009
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C12-012,Leiognathidae,Unknown,spp,1,NA,1056.72674,2.11107,NA,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C12-101,Synodontidae,Saurida,undosquamis,1,NA,826.91488,9.96548,NA,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C12-101,Mullidae,Upeneus,australiae,1,NA,757.25899,4.21487,NA,37355032
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C12-101,Mullidae,Upeneus,australiae,2,NA,1105.8211,16.04548,NA,37355032
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C12-101,Siganidae,Siganus,fuscescens,2,NA,736.31903,19.70278,NA,37438001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C12-102,Dasyatidae,Himantura,australis,1,NA,1367.24305,0.2297,NA,37035003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C12-102,Lethrinidae,Lethrinus,spp,1,NA,1805.33548,1.45144,NA,37351902
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C12-102,Labridae,Choerodon,cyanodus,1,NA,1511.5426,1.10004,NA,37384072
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C12-102,Pomacanthidae,Chaetodontoplus,duboulayi,1,NA,966.28023,0.53334,NA,37365009
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-014,Sphyraenidae,Sphyraena,obtusata,1,NA,1400.05518,0.63722,NA,37382007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-014,Mullidae,Parupeneus,barberinoides,1,NA,1120.05825,0.3624,NA,37355021
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-014,Chaetodontidae,Chaetodon,assarius,2,NA,1302.53038,11.74512,NA,37365012
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-014,Clupeidae,Herklotsichthys,blackburni,7,NA,1253.42186,0.59172,NA,37085022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-014,Lethrinidae,Lethrinus,genivittatus,3,NA,864.3568,0.55279,NA,37351002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-014,Nemipteridae,Nemipterus,furcosus,1,NA,974.15632,0.2805,NA,37347005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-014,Pomacanthidae,Chaetodontoplus,duboulayi,1,NA,1456.94971,0.61722,NA,37365009
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-014,Haemulidae,Diagramma,pictum,1,NA,1052.47635,0.41122,NA,37350003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-014,Nemipteridae,Pentapodus,porosus,4,NA,996.77353,0.62293,NA,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-014,Serranidae,Unknown,spp,1,NA,885.80757,4.00233,NA,37311910
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-014,Lethrinidae,Lethrinus,punctulatus,1,NA,844.42191,0.1217,NA,37351001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-014,Lethrinidae,Lethrinus,punctulatus,1,NA,940.35601,1.29851,NA,37351001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-014,Stegostomatidae,Stegostoma,tigrinum,1,NA,838.61225,0.92034,NA,37013006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-014,Nemipteridae,Pentapodus,emeryii,1,NA,873.13508,0.90102,NA,37347027
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-108,Mullidae,Upeneus,spp,1,NA,1446.30421,1.79648,NA,37355903
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-108,Scombridae,Scomberomorus,spp,1,NA,1634.64891,0.26582,NA,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-108,Synodontidae,Saurida,undosquamis,1,NA,1163.14206,2.84401,NA,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-108,Carangidae,Selaroides,leptolepis,3,NA,605.03911,2.33119,NA,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-108,Carangidae,Decapterus,spp,4,NA,416.86926,0.11135,NA,37337901
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-108,Carcharhinidae,Carcharhinus,coatesi,1,NA,1954.1404,0.90457,NA,37018009
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-110,Scombridae,Scomberomorus,spp,1,NA,2002.83053,0.60343,NA,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-110,Monacanthidae,Monacanthus,chinensis,1,NA,1100.29514,0.66251,NA,37465009
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-110,Labridae,Choerodon,cephalotes,2,NA,1401.77458,1.38645,NA,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-110,Lethrinidae,Lethrinus,genivittatus,4,NA,911.18809,1.6542,NA,37351002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-110,Pinguipedidae,Parapercis,nebulosa,1,NA,1133.31266,5.60429,NA,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-110,Carangidae,Selaroides,leptolepis,2,NA,655.79462,3.10166,NA,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-110,Monacanthidae,Pseudomonacanthus,peroni,1,NA,636.20647,0.68933,NA,37465020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-110,Mullidae,Parupeneus,chrysopleuron,2,NA,1754.15965,0.56799,NA,37355016
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-110,Mullidae,Upeneus,spp,2,NA,1265.70181,4.43475,NA,37355903
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-111,Nemipteridae,Scolopsis,meridiana,2,NA,1074.06466,1.02715,NA,37347008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-111,Mullidae,Upeneus,spp,1,NA,1833.41259,4.73378,NA,37355903
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-112,Nemipteridae,Unknown,spp,1,NA,1329.26999,0.52641,NA,37347000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-112,Scombridae,Scomberomorus,spp,1,NA,2237.19548,0.63889,NA,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C14-112,Carcharhinidae,Carcharhinus,coatesi,1,NA,1934.38344,0.99711,NA,37018009
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C15-015,Synodontidae,Saurida,undosquamis,1,NA,1011.50073,0.8288,NA,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C15-015,Labridae,Choerodon,spp,1,NA,1046.09437,0.55684,NA,37384902
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C15-113,Nemipteridae,Scolopsis,meridiana,1,NA,1092.77449,0.04844,NA,37347008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C15-114,Sillaginidae,Sillago,spp,2,NA,1076.26671,0.33365,NA,37330904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C15-114,Nemipteridae,Scolopsis,meridiana,1,NA,1228.22966,1.69512,NA,37347008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C15-114,Leiognathidae,Unknown,spp,3,NA,1085.20468,0.84846,NA,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C15-114,Leiognathidae,Unknown,spp,3,NA,1209.3196,0.69344,NA,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C15-114,Leiognathidae,Unknown,spp,3,NA,1049.30661,1.05064,NA,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C15-114,Glaucostegidae,Glaucostegus,typus,1,NA,1853.58814,1.35309,NA,37027010
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C15-116,Carangidae,Turrum,fulvoguttatum,3,NA,1460.45227,1.00296,NA,37337037
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C15-116,Bothidae,Unknown,spp,1,NA,1036.99634,5.45396,NA,37460922
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C15-116,Mullidae,Upeneus,spp,1,NA,896.16978,1.28492,NA,37355903
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C15-117,Leiognathidae,Unknown,spp,1,NA,1051.50473,1.215,NA,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C15-117,Tetraodontidae,Torquigener,spp,1,NA,1935.23798,3.07264,NA,37467913
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-016,Bothidae,Unknown,spp,1,NA,1849.52998,0.03205,NA,37460922
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,Mullidae,Upeneus,spp,8,NA,1079.34266,2.96144,NA,37355903
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,Siganidae,Siganus,fuscescens,1,NA,1383.7457,0.69955,NA,37438001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,Labridae,Choerodon,cephalotes,1,NA,1143.86652,1.37179,NA,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,Bothidae,Unknown,spp,1,NA,1749.56111,2.34482,NA,37460922
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,Scombridae,Scomberomorus,spp,1,NA,2642.00139,0.576,NA,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-119,Pinguipedidae,Parapercis,nebulosa,1,NA,1011.5927,6.81096,NA,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-119,Sillaginidae,Sillago,spp,1,NA,1540.84833,1.96449,NA,37330904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-120,Labridae,Choerodon,spp,1,NA,1149.90638,0.30326,NA,37384902
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-121,Labridae,Choerodon,cephalotes,1,NA,1534.80227,0.38244,NA,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-121,Sphyrnidae,Sphyrna,mokarran,1,NA,1222.42503,0.50189,NA,37019002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-121,Lethrinidae,Lethrinus,genivittatus,1,NA,1130.82673,0.60529,NA,37351002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-122,Lethrinidae,Lethrinus,laticaudis,1,NA,1542.65091,0.59688,NA,37351006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-122,Lethrinidae,Lethrinus,laticaudis,1,NA,1971.68905,2.55558,NA,37351006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-122,Balistidae,Abalistes,stellatus,1,NA,1836.77492,0.14587,NA,37465011
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Mullidae,Upeneus,tragula,3,NA,1087.22675,0.14615,NA,37355014
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Labridae,Choerodon,cephalotes,1,NA,1299.12442,0.05244,NA,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Lethrinidae,Lethrinus,genivittatus,4,NA,709.39214,0.91717,NA,37351002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Pinguipedidae,Parapercis,nebulosa,1,NA,783.54395,1.60072,NA,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Pinguipedidae,Parapercis,nebulosa,1,NA,972.19162,0.61271,NA,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Carangidae,Selaroides,leptolepis,14,NA,974.78435,0.00806,NA,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Leiognathidae,Unknown,spp,1,NA,795.08257,0.05755,NA,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Leiognathidae,Unknown,spp,1,NA,909.20855,0.81373,NA,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Leiognathidae,Unknown,spp,3,NA,720.14378,1.562,NA,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Siganidae,Siganus,fuscescens,1,NA,1141.78229,3.79674,NA,37438001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Mullidae,Parupeneus,chrysopleuron,1,NA,918.99585,0.67057,NA,37355016
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Mullidae,Parupeneus,chrysopleuron,1,NA,847.04303,0.1793,NA,37355016
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Mullidae,Parupeneus,chrysopleuron,1,NA,779.43358,0.11284,NA,37355016
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Mullidae,Parupeneus,chrysopleuron,1,NA,977.96851,0.27191,NA,37355016
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Scombridae,Scomberomorus,spp,1,NA,1760.3746,0.0557,NA,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Scombridae,Scomberomorus,spp,1,NA,1659.81824,0.43887,NA,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Scombridae,Scomberomorus,spp,1,NA,2646.60298,2.15979,NA,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,Scombridae,Scomberomorus,spp,1,NA,1512.76972,6.48143,NA,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-125,Mullidae,Upeneus,tragula,1,NA,1219.56982,0.42852,NA,37355014
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-125,Mullidae,Upeneus,tragula,1,NA,1185.7934,0.41918,NA,37355014
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-125,Carcharhinidae,Carcharhinus,coatesi,1,NA,1378.84319,0.35424,NA,37018009
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-127,Synodontidae,Saurida,undosquamis,1,NA,1479.69014,2.02377,NA,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-127,Mullidae,Upeneus,australiae,4,NA,1667.28937,0.01101,NA,37355032
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-127,Nemipteridae,Nemipterus,furcosus,1,NA,1078.42408,0.22301,NA,37347005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-127,Scombridae,Scomberomorus,spp,1,NA,1642.09312,0.73558,NA,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-127,Rhinidae,Rhynchobatus,australiae,1,NA,1827.04535,0.41048,NA,37026005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Mullidae,Upeneus,spp,3,NA,1357.99476,0.57097,NA,37355903
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Nemipteridae,Nemipterus,furcosus,1,NA,1127.18636,1.55083,NA,37347005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Leiognathidae,Unknown,spp,5,NA,675.3399,4.46875,NA,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Monacanthidae,Anacanthus,barbatus,1,NA,666.1671,1.65496,NA,37465010
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Bothidae,Unknown,spp,1,NA,1347.42567,1.07204,NA,37460922
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Echeneidae,Echeneis,naucrates,1,NA,1259.29228,0.08368,NA,37336001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Labridae,Choerodon,cephalotes,1,NA,1729.40508,1.10641,NA,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Sillaginidae,Sillago,spp,1,NA,872.97907,0.41498,NA,37330904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-018,Carangidae,Atropus,hedlandensis,1,NA,910.21467,3.11129,NA,37337042
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Mullidae,Upeneus,australiae,1,NA,1434.4478,0.01654,NA,37355032
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Labridae,Choerodon,spp,2,NA,954.85479,0.29823,NA,37384902
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Labridae,Choerodon,cephalotes,1,NA,1260.36034,4.04169,NA,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Sillaginidae,Sillago,spp,1,NA,904.73219,2.1794,NA,37330904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Nemipteridae,Nemipterus,furcosus,2,NA,1030.34809,4.78369,NA,37347005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Tetraodontidae,Torquigener,spp,1,NA,1274.47747,1.89263,NA,37467913
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-128,Scombridae,Scomberomorus,spp,2,NA,1938.38948,2.87966,NA,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-130,Centriscidae,Centriscus,scutatus,1,NA,431.4233,0.00325,NA,37280001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-130,Nemipteridae,Unknown,spp,1,NA,1559.52421,0.1111,NA,37347000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-130,Labridae,Choerodon,cephalotes,1,NA,1310.99567,0.99106,NA,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-130,Scombridae,Scomberomorus,spp,1,NA,1397.74907,1.24224,NA,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-130,Mullidae,Upeneus,australiae,1,NA,961.77455,0.07248,NA,37355032
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-131,Nemipteridae,Scolopsis,meridiana,2,NA,965.13811,0.7829,NA,37347008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-131,Synodontidae,Saurida,undosquamis,1,NA,767.99378,0.03056,NA,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-131,Synodontidae,Saurida,undosquamis,1,NA,916.07908,0.0353,NA,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Nemipteridae,Unknown,spp,2,NA,1102.37544,0.347,NA,37347000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Bothidae,Unknown,spp,1,NA,954.53195,0.28253,NA,37460922
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Labridae,Choerodon,cephalotes,1,NA,1000.02478,2.00833,NA,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Synodontidae,Saurida,undosquamis,1,NA,848.89946,0.36417,NA,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C18-132,Carangidae,Turrum,fulvoguttatum,1,NA,1221.09109,0.38563,NA,37337037
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-019,Pinguipedidae,Parapercis,nebulosa,1,NA,972.81003,4.68351,NA,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-019,Scombridae,Scomberomorus,spp,1,NA,2157.99305,0.27092,NA,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-019,Labridae,Choerodon,cephalotes,1,NA,1315.72149,8.11032,NA,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-133,Pinguipedidae,Parapercis,nebulosa,1,NA,1050.06623,0.72748,NA,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-134,Leiognathidae,Unknown,spp,1,NA,718.89623,0.79445,NA,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-134,Leiognathidae,Unknown,spp,1,NA,582.35248,1.15183,NA,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-134,Leiognathidae,Unknown,spp,1,NA,830.71137,0.17089,NA,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C19-134,Scombridae,Scomberomorus,spp,1,NA,1764.00987,0.55896,NA,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-020,Sillaginidae,Sillago,spp,1,NA,819.62509,0.65579,NA,37330904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-020,Synodontidae,Saurida,undosquamis,1,NA,1045.31128,0.83899,NA,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-138,Mullidae,Upeneus,spp,10,NA,1740.40021,0.86792,NA,37355903
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-138,Sphyrnidae,Sphyrna,spp,1,NA,2979.9231,0.50035,NA,37019902
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-140,Labridae,Choerodon,spp,1,NA,1726.45447,2.24395,NA,37384902
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-140,Labridae,Choerodon,spp,1,NA,1762.26614,1.0296,NA,37384902
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-140,Labridae,Choerodon,spp,1,NA,1825.39475,0.66578,NA,37384902
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-140,Sillaginidae,Sillago,spp,1,NA,1300.23515,4.70889,NA,37330904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-140,Tetraodontidae,Torquigener,spp,1,NA,1304.72719,0.8625,NA,37467913
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-140,Carangidae,Gnathanodon,speciosus,1,NA,2663.71515,1.19315,NA,37337012
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-140,Carangidae,Gnathanodon,speciosus,1,NA,2724.10221,0.78147,NA,37337012
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-140,Carangidae,Gnathanodon,speciosus,1,NA,2637.25628,1.62264,NA,37337012
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-140,Echeneidae,Echeneis,naucrates,1,NA,2327.61522,1.72213,NA,37336001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-140,Echeneidae,Echeneis,naucrates,1,NA,2313.72487,0.02369,NA,37336001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-140,Echeneidae,Echeneis,naucrates,1,NA,2960.26053,0.61107,NA,37336001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-140,Labridae,Choerodon,cephalotes,1,NA,930.97869,0.37798,NA,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-141,Mullidae,Upeneus,spp,1,NA,1704.30393,0.56623,NA,37355903
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-141,Mullidae,Upeneus,spp,1,NA,1663.76303,0.29121,NA,37355903
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-141,Sillaginidae,Sillago,spp,1,NA,1055.8218,0.69249,NA,37330904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-141,Nemipteridae,Nemipterus,furcosus,1,NA,870.92395,0.52502,NA,37347005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-142,Nemipteridae,Nemipterus,furcosus,1,NA,556.94732,0.3417,NA,37347005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-142,Carangidae,Turrum,fulvoguttatum,1,NA,1184.85535,0.04128,NA,37337037
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C21-021,Terapontidae,Pelates,spp,1,NA,908.2229,3.33185,NA,37321908
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C21-021,Terapontidae,Pelates,quadrilineatus,1,NA,728.4258,2.29403,NA,37321001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C21-021,Terapontidae,Pelates,quadrilineatus,1,NA,661.93032,0.28369,NA,37321001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C21-021,Terapontidae,Terapon,puta,1,NA,571.79453,0.50042,NA,37321006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C22-149,Leiognathidae,Unknown,spp,2,NA,869.59451,16.44972,NA,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C22-149,Tetraodontidae,Torquigener,spp,1,NA,967.43713,4.37314,NA,37467913
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C22-149,Synodontidae,Saurida,undosquamis,1,NA,864.61618,15.28176,NA,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C22-149,Pinguipedidae,Parapercis,nebulosa,2,NA,668.10847,18.66988,NA,37390005
