"","synonym","genus","species","unacceptreason","scientific","genus_correct","species_correct","family","family_correct"
"768","Paracheilognathus peihoensis","Paracheilognathus","peihoensis",NA,"Acheilognathus peihoensis","Acheilognathus","peihoensis","Cyprinidae","Cyprinidae"
"769","Acanthorhodeus polylepis","Acanthorhodeus","polylepis",NA,"Acheilognathus polylepis","Acheilognathus","polylepis","Cyprinidae","Cyprinidae"
"770","Acanthorhodeus dayeus","Acanthorhodeus","dayeus",NA,"Acheilognathus polyspinus","Acheilognathus","polyspinus","Cyprinidae","Cyprinidae"
"771","Acanthorhodeus polyspinus","Acanthorhodeus","polyspinus","synonym","Acheilognathus polyspinus","Acheilognathus","polyspinus","Cyprinidae","Cyprinidae"
"772","Acheilognathus rhombea","Acheilognathus","rhombea",NA,"Acheilognathus rhombeus","Acheilognathus","rhombeus","Cyprinidae","Cyprinidae"
"773","Capoeta rhombea","Capoeta","rhombea",NA,"Acheilognathus rhombeus","Acheilognathus","rhombeus","Cyprinidae","Cyprinidae"
"774","Paracheilognathus rhombeus","Paracheilognathus","rhombeus","senior synonym","Acheilognathus rhombeus","Acheilognathus","rhombeus","Cyprinidae","Cyprinidae"
"775","Acheilognathus lanceolata tabira","Acheilognathus","lanceolata tabira","senior synonym","Acheilognathus tabira","Acheilognathus","tabira","Cyprinidae","Cyprinidae"
"776","Acheilognathus tabira erythropterus","Acheilognathus","tabira erythropterus",NA,"Acheilognathus tabira","Acheilognathus","tabira","Cyprinidae","Cyprinidae"
"777","Acheilognathus tabira jordani","Acheilognathus","tabira jordani",NA,"Acheilognathus tabira","Acheilognathus","tabira","Cyprinidae","Cyprinidae"
"778","Acheilognathus tabira nakamurae","Acheilognathus","tabira nakamurae",NA,"Acheilognathus tabira","Acheilognathus","tabira","Cyprinidae","Cyprinidae"
"779","Acheilognathus tabira tabira","Acheilognathus","tabira tabira",NA,"Acheilognathus tabira","Acheilognathus","tabira","Cyprinidae","Cyprinidae"
"780","Acheilognathus tabira tohokuensis","Acheilognathus","tabira tohokuensis",NA,"Acheilognathus tabira","Acheilognathus","tabira","Cyprinidae","Cyprinidae"
"781","Paracheilognathus tabira","Paracheilognathus","tabira",NA,"Acheilognathus tabira","Acheilognathus","tabira","Cyprinidae","Cyprinidae"
"782","Paracheilognathus tabira tabira","Paracheilognathus","tabira tabira","senior synonym","Acheilognathus tabira","Acheilognathus","tabira","Cyprinidae","Cyprinidae"
"783","Acanthorhodeus taenianalis","Acanthorhodeus","taenianalis",NA,"Acheilognathus taenianalis","Acheilognathus","taenianalis","Cyprinidae","Cyprinidae"
"784","Acanthorhodeus macropterus tonkinensis","Acanthorhodeus","macropterus tonkinensis","senior synonym","Acheilognathus tonkinensis","Acheilognathus","tonkinensis","Cyprinidae","Cyprinidae"
"785","Acanthorhodeus robustus","Acanthorhodeus","robustus",NA,"Acheilognathus tonkinensis","Acheilognathus","tonkinensis","Cyprinidae","Cyprinidae"
"786","Acanthorhodeus tonkinensis","Acanthorhodeus","tonkinensis","synonym","Acheilognathus tonkinensis","Acheilognathus","tonkinensis","Cyprinidae","Cyprinidae"
"787","Pseudoperilampus typus","Pseudoperilampus","typus",NA,"Acheilognathus typus","Acheilognathus","typus","Cyprinidae","Cyprinidae"
"788","Acheilognathus yarmatsutae","Acheilognathus","yarmatsutae",NA,"Acheilognathus yamatsutae","Acheilognathus","yamatsutae","Cyprinidae","Cyprinidae"
"789","Achiroides melanorhijnchus","Achiroides","melanorhijnchus","misspelling","Achiroides melanorhynchus","Achiroides","melanorhynchus","Soleidae","Soleidae"
"790","Achiroides melanorhinchus","Achiroides","melanorhinchus","misspelling","Achiroides melanorhynchus","Achiroides","melanorhynchus","Soleidae","Soleidae"
"791","Achiroides melanorhynchos","Achiroides","melanorhynchos","misspelling","Achiroides melanorhynchus","Achiroides","melanorhynchus","Soleidae","Soleidae"
"792","Eurypleura melanorhyncha","Eurypleura","melanorhyncha",NA,"Achiroides melanorhynchus","Achiroides","melanorhynchus","Soleidae","Soleidae"
"793","Plagusia melanorhynchus","Plagusia","melanorhynchus",NA,"Achiroides melanorhynchus","Achiroides","melanorhynchus","Soleidae","Soleidae"
"794","Synaptura achira","Synaptura","achira",NA,"Achiroides melanorhynchus","Achiroides","melanorhynchus","Soleidae","Soleidae"
"795","Synaptura melanorhyncha","Synaptura","melanorhyncha",NA,"Achiroides melanorhynchus","Achiroides","melanorhynchus","Soleidae","Soleidae"
"796","Achiropsetta heterolepis","Achiropsetta","heterolepis",NA,"Achiropsetta tricholepis","Achiropsetta","tricholepis","Achiropsettidae","Achiropsettidae"
"797","Mancopsetta argentina","Mancopsetta","argentina",NA,"Achiropsetta tricholepis","Achiropsetta","tricholepis","Achiropsettidae","Achiropsettidae"
"798","Mancopsetta tricholepis","Mancopsetta","tricholepis",NA,"Achiropsetta tricholepis","Achiropsetta","tricholepis","Achiropsettidae","Achiropsettidae"
"799","Achirus maculipinnis gunteri","Achirus","maculipinnis gunteri",NA,"Achirus achirus","Achirus","achirus","Achiridae","Achiridae"
"800","Monochir punctifer","Monochir","punctifer",NA,"Achirus achirus","Achirus","achirus","Achiridae","Achiridae"
"801","Monochirus lineatus","Monochirus","lineatus",NA,"Achirus achirus","Achirus","achirus","Achiridae","Achiridae"
"802","Pleuronectes achirus","Pleuronectes","achirus",NA,"Achirus achirus","Achirus","achirus","Achiridae","Achiridae"
"803","Achirus achirus declivis","Achirus","achirus declivis",NA,"Achirus declivis","Achirus","declivis","Achiridae","Achiridae"
"804","Solea klunzingeri","Solea","klunzingeri",NA,"Achirus klunzingeri","Achirus","klunzingeri","Achiridae","Achiridae"
"805","Pleuronectes lineatus","Pleuronectes","lineatus",NA,"Achirus lineatus","Achirus","lineatus","Achiridae","Achiridae"
"806","Pleuronectes nigricans","Pleuronectes","nigricans",NA,"Achirus lineatus","Achirus","lineatus","Achiridae","Achiridae"
"807","Solea mazatlana","Solea","mazatlana",NA,"Achirus mazatlanus","Achirus","mazatlanus","Achiridae","Achiridae"
"808","Solea scutum","Solea","scutum",NA,"Achirus scutum","Achirus","scutum","Achiridae","Achiridae"
"809","Trinectes zebrinus","Trinectes","zebrinus",NA,"Achirus zebrinus","Achirus","zebrinus","Achiridae","Achiridae"
"810","Labrus gouldii","Labrus","gouldii",NA,"Achoerodus gouldii","Achoerodus","gouldii","Labridae","Labridae"
"811","Platychoerops muelleri","Platychoerops","muelleri",NA,"Achoerodus gouldii","Achoerodus","gouldii","Labridae","Labridae"
"812","Heterochoerops viridis","Heterochoerops","viridis",NA,"Achoerodus viridis","Achoerodus","viridis","Labridae","Labridae"
"813","Platychoerops badius","Platychoerops","badius",NA,"Achoerodus viridis","Achoerodus","viridis","Labridae","Labridae"
"814","Trochocopus unicolor","Trochocopus","unicolor",NA,"Achoerodus viridis","Achoerodus","viridis","Labridae","Labridae"
"815","Chondrostoma arcasii","Chondrostoma","arcasii","senior synonym","Achondrostoma arcasii","Achondrostoma","arcasii","Cyprinidae","Cyprinidae"
"816","Leuciscus arcasii","Leuciscus","arcasii",NA,"Achondrostoma arcasii","Achondrostoma","arcasii","Cyprinidae","Cyprinidae"
"817","Leucos arcasii","Leucos","arcasii",NA,"Achondrostoma arcasii","Achondrostoma","arcasii","Cyprinidae","Cyprinidae"
"818","Rutilus arcasi","Rutilus","arcasi","misspelling","Achondrostoma arcasii","Achondrostoma","arcasii","Cyprinidae","Cyprinidae"
"819","Rutilus arcasii","Rutilus","arcasii",NA,"Achondrostoma arcasii","Achondrostoma","arcasii","Cyprinidae","Cyprinidae"
"820","Rutilus rubilio arcasi","Rutilus","rubilio arcasi",NA,"Achondrostoma arcasii","Achondrostoma","arcasii","Cyprinidae","Cyprinidae"
"821","Chondrostoma occidentale","Chondrostoma","occidentale",NA,"Achondrostoma occidentale","Achondrostoma","occidentale","Cyprinidae","Cyprinidae"
"822","Chondrostoma macrolepidotum","Chondrostoma","macrolepidotum",NA,"Achondrostoma oligolepis","Achondrostoma","oligolepis","Cyprinidae","Cyprinidae"
"823","Chondrostoma oligolepis","Chondrostoma","oligolepis",NA,"Achondrostoma oligolepis","Achondrostoma","oligolepis","Cyprinidae","Cyprinidae"
"824","Leuciscus macrolepidotus","Leuciscus","macrolepidotus",NA,"Achondrostoma oligolepis","Achondrostoma","oligolepis","Cyprinidae","Cyprinidae"
"825","Rutilus macrolepidotus","Rutilus","macrolepidotus",NA,"Achondrostoma oligolepis","Achondrostoma","oligolepis","Cyprinidae","Cyprinidae"
"826","Acipenser baeri","Acipenser","baeri","misspelling","Acipenser baerii","Acipenser","baerii","Acipenseridae","Acipenseridae"
"827","Acipenser baeri baicalensis","Acipenser","baeri baicalensis",NA,"Acipenser baerii","Acipenser","baerii","Acipenseridae","Acipenseridae"
"828","Acipenser baeri stenorrhynchus","Acipenser","baeri stenorrhynchus","misspelling","Acipenser baerii","Acipenser","baerii","Acipenseridae","Acipenseridae"
"829","Acipenser baerii baerii","Acipenser","baerii baerii",NA,"Acipenser baerii","Acipenser","baerii","Acipenseridae","Acipenseridae"
"830","Acipenser baerii baicalensis","Acipenser","baerii baicalensis",NA,"Acipenser baerii","Acipenser","baerii","Acipenseridae","Acipenseridae"
"831","Acipenser baerii baikalensis","Acipenser","baerii baikalensis","misspelling","Acipenser baerii","Acipenser","baerii","Acipenseridae","Acipenseridae"
"832","Acipenser baerii stenorrhynchus","Acipenser","baerii stenorrhynchus",NA,"Acipenser baerii","Acipenser","baerii","Acipenseridae","Acipenseridae"
"833","Acipenser baieri","Acipenser","baieri","misspelling","Acipenser baerii","Acipenser","baerii","Acipenseridae","Acipenseridae"
"834","Acipenser stenorrhynchus","Acipenser","stenorrhynchus","synonym","Acipenser baerii","Acipenser","baerii","Acipenseridae","Acipenseridae"
"835","Acipenser stenorrhynchus baicalensis","Acipenser","stenorrhynchus baicalensis","synonym","Acipenser baerii","Acipenser","baerii","Acipenseridae","Acipenseridae"
"836","Acipenser brevirostris","Acipenser","brevirostris","misspelling","Acipenser brevirostrum","Acipenser","brevirostrum","Acipenseridae","Acipenseridae"
"837","Accipenser fulvescens","Accipenser","fulvescens",NA,"Acipenser fulvescens","Acipenser","fulvescens","Acipenseridae","Acipenseridae"
"838","Acipenser rubicundus","Acipenser","rubicundus",NA,"Acipenser fulvescens","Acipenser","fulvescens","Acipenseridae","Acipenseridae"
"839","Acipenser aculeatus","Acipenser","aculeatus",NA,"Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"840","Acipenser brevirostris","Acipenser","brevirostris",NA,"Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"841","Acipenser brevirostris","Acipenser","brevirostris",NA,"Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"842","Acipenser gueldenstadti","Acipenser","gueldenstadti",NA,"Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"843","Acipenser gueldenstadti var. colchica","Acipenser","gueldenstadti var. colchica","misspelling","Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"844","Acipenser gueldenstadtii","Acipenser","gueldenstadtii","misspelling","Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"845","Acipenser gueldenstaedti","Acipenser","gueldenstaedti","misspelling","Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"846","Acipenser gueldenstaedti acutirostris","Acipenser","gueldenstaedti acutirostris",NA,"Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"847","Acipenser gueldenstaedti colchicus natio danubicus","Acipenser","gueldenstaedti colchicus natio danubicus","synonym","Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"848","Acipenser gueldenstaedti golis","Acipenser","gueldenstaedti golis",NA,"Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"849","Acipenser gueldenstaedti longirostris","Acipenser","gueldenstaedti longirostris",NA,"Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"850","Acipenser gueldenstaedti scaber","Acipenser","gueldenstaedti scaber",NA,"Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"851","Acipenser gueldenstaedti tanaica","Acipenser","gueldenstaedti tanaica",NA,"Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"852","Acipenser gueldenstaedtii scobar","Acipenser","gueldenstaedtii scobar",NA,"Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"853","Acipenser gueldenstaedtii var. colchicus","Acipenser","gueldenstaedtii var. colchicus",NA,"Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"854","Acipenser guldenstadti","Acipenser","guldenstadti","misspelling","Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"855","Acipenser güldenstädti","Acipenser","güldenstädti","misspelling","Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"856","Acipenser guldenstaedti","Acipenser","guldenstaedti","misspelling","Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"857","Acipenser güldenstaedti","Acipenser","güldenstaedti","misspelling","Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"858","Acipenser macrophthalmus","Acipenser","macrophthalmus",NA,"Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"859","Acipenser macrophthalmus","Acipenser","macrophthalmus",NA,"Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"860","Acipenser medius","Acipenser","medius",NA,"Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"861","Acipenser medius","Acipenser","medius",NA,"Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"862","Acipenser pygmaeus","Acipenser","pygmaeus",NA,"Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"863","Acipenser tücka","Acipenser","tücka","misspelling","Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"864","Acipenser tuecka","Acipenser","tuecka",NA,"Acipenser gueldenstaedtii","Acipenser","gueldenstaedtii","Acipenseridae","Acipenseridae"
"865","Acipenser acutirostris","Acipenser","acutirostris",NA,"Acipenser medirostris","Acipenser","medirostris","Acipenseridae","Acipenseridae"
"866","Accipenser lutescens","Accipenser","lutescens",NA,"Acipenser naccarii","Acipenser","naccarii","Acipenseridae","Acipenseridae"
"867","Acipenser heckelii","Acipenser","heckelii",NA,"Acipenser naccarii","Acipenser","naccarii","Acipenseridae","Acipenseridae"
"868","Acipenser heckelii","Acipenser","heckelii",NA,"Acipenser naccarii","Acipenser","naccarii","Acipenseridae","Acipenseridae"
"869","Acipenser ladanus","Acipenser","ladanus",NA,"Acipenser naccarii","Acipenser","naccarii","Acipenseridae","Acipenseridae"
"870","Acipenser ladanus","Acipenser","ladanus",NA,"Acipenser naccarii","Acipenser","naccarii","Acipenseridae","Acipenseridae"
"871","Acipenser naccari","Acipenser","naccari","misspelling","Acipenser naccarii","Acipenser","naccarii","Acipenseridae","Acipenseridae"
"872","Acipenser nardoi","Acipenser","nardoi",NA,"Acipenser naccarii","Acipenser","naccarii","Acipenseridae","Acipenseridae"
"873","Acipenser nasus","Acipenser","nasus","synonym","Acipenser naccarii","Acipenser","naccarii","Acipenseridae","Acipenseridae"
"874","Acipenser platycephalus","Acipenser","platycephalus",NA,"Acipenser naccarii","Acipenser","naccarii","Acipenseridae","Acipenseridae"
"875","Acipenser platycephalus","Acipenser","platycephalus",NA,"Acipenser naccarii","Acipenser","naccarii","Acipenseridae","Acipenseridae"
"876","Acipenser sturionaster","Acipenser","sturionaster",NA,"Acipenser naccarii","Acipenser","naccarii","Acipenseridae","Acipenseridae"
"877","Acipenser sturionellus","Acipenser","sturionellus",NA,"Acipenser naccarii","Acipenser","naccarii","Acipenseridae","Acipenseridae"
"878","Acipenser glaber","Acipenser","glaber",NA,"Acipenser nudiventris","Acipenser","nudiventris","Acipenseridae","Acipenseridae"
"879","Acipenser nudivenris","Acipenser","nudivenris","misspelling","Acipenser nudiventris","Acipenser","nudiventris","Acipenseridae","Acipenseridae"
"880","Acipenser nudiventris derjavini","Acipenser","nudiventris derjavini",NA,"Acipenser nudiventris","Acipenser","nudiventris","Acipenseridae","Acipenseridae"
"881","Acipenser schypa","Acipenser","schypa",NA,"Acipenser nudiventris","Acipenser","nudiventris","Acipenseridae","Acipenseridae"
"882","Acipenser schypa","Acipenser","schypa",NA,"Acipenser nudiventris","Acipenser","nudiventris","Acipenseridae","Acipenseridae"
"883","Acipenser turritus","Acipenser","turritus",NA,"Acipenser nudiventris","Acipenser","nudiventris","Acipenseridae","Acipenseridae"
"884","Acipenser turritus","Acipenser","turritus",NA,"Acipenser nudiventris","Acipenser","nudiventris","Acipenseridae","Acipenseridae"
"885","Acipenser bairdii","Acipenser","bairdii",NA,"Acipenser oxyrinchus","Acipenser","oxyrinchus","Acipenseridae","Acipenseridae"
"886","Acipenser girardi","Acipenser","girardi",NA,"Acipenser oxyrinchus","Acipenser","oxyrinchus","Acipenseridae","Acipenseridae"
"887","Acipenser hallowellii","Acipenser","hallowellii",NA,"Acipenser oxyrinchus","Acipenser","oxyrinchus","Acipenseridae","Acipenseridae"
"888","Acipenser holbrookii","Acipenser","holbrookii",NA,"Acipenser oxyrinchus","Acipenser","oxyrinchus","Acipenseridae","Acipenseridae"
"889","Acipenser kennicottii","Acipenser","kennicottii",NA,"Acipenser oxyrinchus","Acipenser","oxyrinchus","Acipenseridae","Acipenseridae"
"890","Acipenser lecontei","Acipenser","lecontei",NA,"Acipenser oxyrinchus","Acipenser","oxyrinchus","Acipenseridae","Acipenseridae"
"891","Acipenser lichtensteinii","Acipenser","lichtensteinii",NA,"Acipenser oxyrinchus","Acipenser","oxyrinchus","Acipenseridae","Acipenseridae"
"892","Acipenser macrorhinus","Acipenser","macrorhinus",NA,"Acipenser oxyrinchus","Acipenser","oxyrinchus","Acipenseridae","Acipenseridae"
"893","Acipenser oxyrhynchus","Acipenser","oxyrhynchus","misspelling","Acipenser oxyrinchus","Acipenser","oxyrinchus","Acipenseridae","Acipenseridae"
"894","Acipenser oxyrhynchus desotoi","Acipenser","oxyrhynchus desotoi","misspelling","Acipenser oxyrinchus","Acipenser","oxyrinchus","Acipenseridae","Acipenseridae"
"895","Acipenser oxyrhynchus oxyrhynchus","Acipenser","oxyrhynchus oxyrhynchus","misspelling","Acipenser oxyrinchus","Acipenser","oxyrinchus","Acipenseridae","Acipenseridae"
"896","Acipenser oxyrinchus de sotoi","Acipenser","oxyrinchus de sotoi","misspelling","Acipenser oxyrinchus","Acipenser","oxyrinchus","Acipenseridae","Acipenseridae"
"897","Acipenser oxyrinchus desotoi","Acipenser","oxyrinchus desotoi",NA,"Acipenser oxyrinchus","Acipenser","oxyrinchus","Acipenseridae","Acipenseridae"
"898","Acipenser oxyrinchus oxyrinchus","Acipenser","oxyrinchus oxyrinchus",NA,"Acipenser oxyrinchus","Acipenser","oxyrinchus","Acipenseridae","Acipenseridae"
"899","Sturio accipenser","Sturio","accipenser",NA,"Acipenser oxyrinchus","Acipenser","oxyrinchus","Acipenseridae","Acipenseridae"
"900","Acipenser colchicus","Acipenser","colchicus",NA,"Acipenser persicus","Acipenser","persicus","Acipenseridae","Acipenseridae"
"901","Acipenser gueldenstadti colchica","Acipenser","gueldenstadti colchica",NA,"Acipenser persicus","Acipenser","persicus","Acipenseridae","Acipenseridae"
"902","Acipenser gueldenstaedti colchicus","Acipenser","gueldenstaedti colchicus","misspelling","Acipenser persicus","Acipenser","persicus","Acipenseridae","Acipenseridae"
"903","Acipenser gueldenstaedti persicus","Acipenser","gueldenstaedti persicus",NA,"Acipenser persicus","Acipenser","persicus","Acipenseridae","Acipenseridae"
"904","Acipenser gueldenstaedtii colchicus","Acipenser","gueldenstaedtii colchicus",NA,"Acipenser persicus","Acipenser","persicus","Acipenseridae","Acipenseridae"
"905","Acipenser güldenstädti persicus","Acipenser","güldenstädti persicus","synonym","Acipenser persicus","Acipenser","persicus","Acipenseridae","Acipenseridae"
"906","Acipenser dubius","Acipenser","dubius",NA,"Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"907","Acipenser dubius","Acipenser","dubius",NA,"Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"908","Acipenser gmelini","Acipenser","gmelini",NA,"Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"909","Acipenser jeniscensis","Acipenser","jeniscensis","synonym","Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"910","Acipenser jenisensis","Acipenser","jenisensis",NA,"Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"911","Acipenser kamensis","Acipenser","kamensis",NA,"Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"912","Acipenser kankreni","Acipenser","kankreni",NA,"Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"913","Acipenser kostera","Acipenser","kostera",NA,"Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"914","Acipenser lovetzkyi","Acipenser","lovetzkyi",NA,"Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"915","Acipenser marsiglii","Acipenser","marsiglii",NA,"Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"916","Acipenser pygmaeus","Acipenser","pygmaeus",NA,"Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"917","Acipenser ruthenicus","Acipenser","ruthenicus",NA,"Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"918","Acipenser ruthensis","Acipenser","ruthensis","misspelling","Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"919","Acipenser ruthenus alba","Acipenser","ruthenus alba",NA,"Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"920","Acipenser ruthenus albinea","Acipenser","ruthenus albinea",NA,"Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"921","Acipenser ruthenus birostrata","Acipenser","ruthenus birostrata",NA,"Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"922","Acipenser ruthenus brevirostris","Acipenser","ruthenus brevirostris",NA,"Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"923","Acipenser ruthenus erytraea","Acipenser","ruthenus erytraea",NA,"Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"924","Acipenser ruthenus grisescens","Acipenser","ruthenus grisescens","synonym","Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"925","Acipenser ruthenus leucotica","Acipenser","ruthenus leucotica",NA,"Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"926","Acipenser ruthenus obtusirostris","Acipenser","ruthenus obtusirostris",NA,"Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"927","Acipenser ruthenus rutzskyi","Acipenser","ruthenus rutzskyi",NA,"Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"928","Acipenser ruthenus ruzskyi","Acipenser","ruthenus ruzskyi","misspelling","Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"929","Acipenser ruthenus septemcarinata","Acipenser","ruthenus septemcarinata",NA,"Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"930","Acipenser ruthenus var. alba","Acipenser","ruthenus var. alba","synonym","Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"931","Acipenser ruthenus var. albinea","Acipenser","ruthenus var. albinea","synonym","Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"932","Acipenser ruthenus var. birostrata","Acipenser","ruthenus var. birostrata","synonym","Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"933","Acipenser ruthenus var. brevirostris","Acipenser","ruthenus var. brevirostris","ambiguous synonym","Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"934","Acipenser ruthenus var. erytraea","Acipenser","ruthenus var. erytraea","synonym","Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"935","Acipenser ruthenus var. obtusirostra","Acipenser","ruthenus var. obtusirostra","synonym","Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"936","Acipenser ruthenus var. septemcarinata","Acipenser","ruthenus var. septemcarinata","synonym","Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"937","Acipenser sterlet","Acipenser","sterlet",NA,"Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"938","Sterledus ruthenus","Sterledus","ruthenus","superseded new combination; misspelling: generic noun","Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"939","Sterledus ruthenus sibiricus","Sterledus","ruthenus sibiricus","junior synonym; change in rank: var. --> ssp.","Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"940","Sterledus ruthenus var. sibiricus","Sterledus","ruthenus var. sibiricus","junior synonym","Acipenser ruthenus","Acipenser","ruthenus","Acipenseridae","Acipenseridae"
"941","Acipenser baeri schrencki","Acipenser","baeri schrencki",NA,"Acipenser schrenckii","Acipenser","schrenckii","Acipenseridae","Acipenseridae"
"942","Acipenser multiscutatus","Acipenser","multiscutatus",NA,"Acipenser schrenckii","Acipenser","schrenckii","Acipenseridae","Acipenseridae"
"943","Acipenser schrencki","Acipenser","schrencki","misspelling","Acipenser schrenckii","Acipenser","schrenckii","Acipenseridae","Acipenseridae"
"944","Acipenser schrenki","Acipenser","schrenki","misspelling","Acipenser schrenckii","Acipenser","schrenckii","Acipenseridae","Acipenseridae"
"945","Sturio schrenckii","Sturio","schrenckii",NA,"Acipenser schrenckii","Acipenser","schrenckii","Acipenseridae","Acipenseridae"
"946","Acipenser kikuchii","Acipenser","kikuchii",NA,"Acipenser sinensis","Acipenser","sinensis","Acipenseridae","Acipenseridae"
"947","Acipenser helops","Acipenser","helops",NA,"Acipenser stellatus","Acipenser","stellatus","Acipenseridae","Acipenseridae"
"948","Acipenser ratzeburgii","Acipenser","ratzeburgii",NA,"Acipenser stellatus","Acipenser","stellatus","Acipenseridae","Acipenseridae"
"949","Acipenser rostratus","Acipenser","rostratus",NA,"Acipenser stellatus","Acipenser","stellatus","Acipenseridae","Acipenseridae"
"950","Acipenser seuruga","Acipenser","seuruga",NA,"Acipenser stellatus","Acipenser","stellatus","Acipenseridae","Acipenseridae"
"951","Acipenser stellatus danubialis","Acipenser","stellatus danubialis",NA,"Acipenser stellatus","Acipenser","stellatus","Acipenseridae","Acipenseridae"
"952","Acipenser stellatus donensis","Acipenser","stellatus donensis",NA,"Acipenser stellatus","Acipenser","stellatus","Acipenseridae","Acipenseridae"
"953","Acipenser stellatus illyricus","Acipenser","stellatus illyricus",NA,"Acipenser stellatus","Acipenser","stellatus","Acipenseridae","Acipenseridae"
